filename,width,height,class,xmin,ymin,xmax,ymax
Adachi_20170908100125.jpg,600,600,D43,29,225,596,303
Adachi_20170908100125.jpg,600,600,D44,233,392,515,581
Adachi_20170914112627.jpg,600,600,D00,294,353,387,540
Adachi_20170908100053.jpg,600,600,D01,486,208,570,579
Adachi_20170908100053.jpg,600,600,D44,155,180,465,380
Adachi_20170907134101.jpg,600,600,D01,421,225,592,502
Adachi_20170913112957.jpg,600,600,D00,283,147,418,360
Adachi_20170907134556.jpg,600,600,D10,334,387,496,433
Adachi_20170907134556.jpg,600,600,D01,321,349,367,585
Adachi_20170907134556.jpg,600,600,D43,132,246,594,353
Adachi_20170911104002.jpg,600,600,D43,22,417,568,594
Adachi_20170908144258.jpg,600,600,D11,5,241,195,268
Adachi_20170908144258.jpg,600,600,D01,195,128,593,266
Adachi_20170908144258.jpg,600,600,D01,159,272,198,548
Adachi_20170921145140.jpg,600,600,D10,391,417,600,460
Adachi_20170921145140.jpg,600,600,D44,312,357,597,595
Adachi_20170921145140.jpg,600,600,D00,322,410,473,590
Adachi_20170912143712.jpg,600,600,D10,303,393,428,418
Adachi_20170912143712.jpg,600,600,D00,460,382,561,472
Adachi_20170912143712.jpg,600,600,D40,499,439,569,497
Adachi_20170912152519.jpg,600,600,D11,416,369,584,407
Adachi_20170912152519.jpg,600,600,D44,425,383,580,600
Adachi_20170912152519.jpg,600,600,D01,282,300,314,395
Adachi_20170906153727.jpg,600,600,D01,359,346,451,458
Adachi_20170911103943.jpg,600,600,D44,460,422,599,584
Adachi_20170913110448.jpg,600,600,D01,148,199,206,341
Adachi_20170913110448.jpg,600,600,D43,114,117,467,211
Adachi_20170911112415.jpg,600,600,D01,400,272,551,419
Adachi_20170912150816.jpg,600,600,D20,85,315,223,469
Adachi_20170908093729.jpg,600,600,D00,128,312,273,518
Adachi_20170907152420.jpg,600,600,D00,113,223,286,443
Adachi_20170920150338.jpg,600,600,D01,228,321,472,574
Adachi_20170920150338.jpg,600,600,D10,16,367,280,417
Adachi_20170912143008.jpg,600,600,D20,264,359,599,595
Adachi_20170914152708.jpg,600,600,D44,471,260,600,403
Adachi_20170914152708.jpg,600,600,D01,292,175,363,326
Adachi_20170907141055.jpg,600,600,D44,378,267,523,587
Adachi_20170907141055.jpg,600,600,D01,376,268,527,587
Adachi_20170914140819.jpg,600,600,D00,367,288,546,432
Adachi_20170914140819.jpg,600,600,D43,25,246,600,470
Adachi_20170908135733.jpg,600,600,D01,279,121,317,480
Adachi_20170912143454.jpg,600,600,D01,364,339,596,596
Adachi_20170911105644.jpg,600,600,D01,109,373,250,594
Adachi_20170921134150.jpg,600,600,D00,203,313,443,589
Adachi_20170908144648.jpg,600,600,D11,43,206,594,415
Adachi_20170908144648.jpg,600,600,D00,368,154,437,235
Adachi_20170912142932.jpg,600,600,D11,165,484,540,518
Adachi_20170920150434.jpg,600,600,D20,394,324,485,387
Adachi_20170920150434.jpg,600,600,D43,46,418,600,594
Adachi_20170906151548.jpg,600,600,D10,126,388,293,438
Adachi_20170906151548.jpg,600,600,D44,421,388,593,551
Adachi_20170906151548.jpg,600,600,D20,348,326,538,541
Adachi_20170907150310.jpg,600,600,D01,293,195,331,577
Adachi_20170907150310.jpg,600,600,D00,13,274,226,547
Adachi_20170920150923.jpg,600,600,D01,267,298,592,521
Adachi_20170908103111.jpg,600,600,D01,380,247,558,569
Adachi_20170907152423.jpg,600,600,D00,110,205,303,492
Adachi_20170914110622.jpg,600,600,D01,350,247,596,379
Adachi_20170914110622.jpg,600,600,D44,375,283,600,461
Adachi_20170914110622.jpg,600,600,D00,424,447,523,594
Adachi_20170920141336.jpg,600,600,D44,324,384,537,570
Adachi_20170920141336.jpg,600,600,D43,28,310,553,396
Adachi_20170921151525.jpg,600,600,D01,113,366,166,600
Adachi_20170921151525.jpg,600,600,D01,356,357,600,585
Adachi_20170921111845.jpg,600,600,D01,485,411,600,486
Adachi_20170921111845.jpg,600,600,D01,462,517,501,573
Adachi_20170921111845.jpg,600,600,D11,8,508,600,537
Adachi_20170921111845.jpg,600,600,D01,3,279,76,372
Adachi_20170921111845.jpg,600,600,D00,3,397,70,470
Adachi_20170906151241.jpg,600,600,D00,31,318,214,582
Adachi_20170912152601.jpg,600,600,D43,1,318,196,449
Adachi_20170912152601.jpg,600,600,D00,396,328,490,449
Adachi_20170906153240.jpg,600,600,D00,337,328,449,496
Adachi_20170920144817.jpg,600,600,D01,280,462,410,591
Adachi_20170920144817.jpg,600,600,D11,12,431,591,483
Adachi_20170920144817.jpg,600,600,D01,151,254,419,447
Adachi_20170914155305.jpg,600,600,D20,470,211,582,266
Adachi_20170914155305.jpg,600,600,D01,419,329,502,536
Adachi_20170914155305.jpg,600,600,D11,221,267,512,348
Adachi_20170912152446.jpg,600,600,D44,506,426,597,535
Adachi_20170912152446.jpg,600,600,D01,292,325,341,592
Adachi_20170911103837.jpg,600,600,D44,6,448,588,499
Adachi_20170911103837.jpg,600,600,D00,130,474,206,588
Adachi_20170907134021.jpg,600,600,D01,428,233,566,593
Adachi_20170907134021.jpg,600,600,D44,450,292,575,596
Adachi_20170907134021.jpg,600,600,D44,276,234,418,381
Adachi_20170907134021.jpg,600,600,D20,354,336,503,541
Adachi_20170908103311.jpg,600,600,D10,406,328,529,388
Adachi_20170908103311.jpg,600,600,D00,134,334,339,463
Adachi_20170912141950.jpg,600,600,D01,404,375,587,571
Adachi_20170912141950.jpg,600,600,D11,58,423,455,447
Adachi_20170906152733.jpg,600,600,D44,286,341,376,374
Adachi_20170906152733.jpg,600,600,D01,377,370,566,594
Adachi_20170908144721.jpg,600,600,D44,436,197,597,387
Adachi_20170908144721.jpg,600,600,D01,258,121,293,537
Adachi_20170912143102.jpg,600,600,D20,245,438,407,488
Adachi_20170912143102.jpg,600,600,D20,358,360,488,418
Adachi_20170912143102.jpg,600,600,D11,218,447,596,461
Adachi_20170912143102.jpg,600,600,D11,230,407,596,426
Adachi_20170907152327.jpg,600,600,D11,86,304,591,324
Adachi_20170908104536.jpg,600,600,D11,82,315,597,362
Adachi_20170908104536.jpg,600,600,D01,355,175,428,349
Adachi_20170911112321.jpg,600,600,D01,329,210,592,480
Adachi_20170911112321.jpg,600,600,D44,350,226,592,482
Adachi_20170911112321.jpg,600,600,D00,50,326,181,519
Adachi_20170906150548.jpg,600,600,D01,360,335,529,592
Adachi_20170906150548.jpg,600,600,D43,30,360,593,598
Adachi_20170912152628.jpg,600,600,D00,480,337,600,492
Adachi_20170921151218.jpg,600,600,D00,192,383,381,599
Adachi_20170908100939.jpg,600,600,D01,379,207,600,539
Adachi_20170906153924.jpg,600,600,D11,170,398,594,431
Adachi_20170906153924.jpg,600,600,D01,383,374,599,589
Adachi_20170906103322.jpg,600,600,D44,390,255,600,500
Adachi_20170914152124.jpg,600,600,D10,314,330,595,372
Adachi_20170914152124.jpg,600,600,D00,102,91,243,593
Adachi_20170908103334.jpg,600,600,D01,161,139,250,586
Adachi_20170906151132.jpg,600,600,D44,439,370,596,524
Adachi_20170906151132.jpg,600,600,D01,436,365,597,525
Adachi_20170906094258.jpg,600,600,D00,389,310,590,598
Adachi_20170907135938.jpg,600,600,D01,492,339,596,477
Adachi_20170907135938.jpg,600,600,D01,443,281,498,352
Adachi_20170907135938.jpg,600,600,D11,193,338,594,364
Adachi_20170907135938.jpg,600,600,D11,206,288,596,313
Adachi_20170907135938.jpg,600,600,D01,369,184,458,292
Adachi_20170907150312.jpg,600,600,D00,7,269,210,510
Adachi_20170912152211.jpg,600,600,D44,496,359,600,464
Adachi_20170912152211.jpg,600,600,D00,183,441,330,590
Adachi_20170906155116.jpg,600,600,D01,334,302,529,577
Adachi_20170907152417.jpg,600,600,D00,101,220,266,425
Adachi_20170906161023.jpg,600,600,D00,319,309,444,500
Adachi_20170906161023.jpg,600,600,D00,100,292,257,527
Adachi_20170908142138.jpg,600,600,D01,227,87,274,518
Adachi_20170913105151.jpg,600,600,D01,418,191,596,342
Adachi_20170913105151.jpg,600,600,D00,169,110,275,529
Adachi_20170908103708.jpg,600,600,D01,472,281,593,428
Adachi_20170912142048.jpg,600,600,D44,321,342,445,432
Adachi_20170911112013.jpg,600,600,D11,1,366,516,473
Adachi_20170911112013.jpg,600,600,D01,2,223,205,410
Adachi_20170921152143.jpg,600,600,D01,221,287,382,592
Adachi_20170906153627.jpg,600,600,D01,260,305,329,597
Adachi_20170908141950.jpg,600,600,D01,7,153,152,285
Adachi_20170908141950.jpg,600,600,D01,38,161,224,521
Adachi_20170908141950.jpg,600,600,D11,12,322,597,403
Adachi_20170908101325.jpg,600,600,D01,416,261,555,432
Adachi_20170908101325.jpg,600,600,D20,381,196,555,351
Adachi_20170907151509.jpg,600,600,D01,127,249,302,587
Adachi_20170907134635.jpg,600,600,D00,435,324,580,555
Adachi_20170920140822.jpg,600,600,D44,227,279,597,493
Adachi_20170920140822.jpg,600,600,D20,4,318,566,559
Adachi_20170906160956.jpg,600,600,D00,191,331,243,490
Adachi_20170906160956.jpg,600,600,D00,322,300,457,428
Adachi_20170906160956.jpg,600,600,D00,66,334,158,394
Adachi_20170906144255.jpg,600,600,D11,348,323,596,362
Adachi_20170906144255.jpg,600,600,D11,352,258,595,300
Adachi_20170906144255.jpg,600,600,D01,378,274,409,347
Adachi_20170912152618.jpg,600,600,D44,404,321,504,476
Adachi_20170912152618.jpg,600,600,D44,178,346,404,593
Adachi_20170912152618.jpg,600,600,D20,334,343,552,596
Adachi_20170908145952.jpg,600,600,D44,102,339,307,524
Adachi_20170908145952.jpg,600,600,D44,463,251,583,410
Adachi_20170908145952.jpg,600,600,D44,211,202,346,297
Adachi_20170908145952.jpg,600,600,D44,52,169,172,316
Adachi_20170911101126.jpg,600,600,D44,301,352,342,417
Adachi_20170911101126.jpg,600,600,D44,185,478,260,571
Adachi_20170912094109.jpg,600,600,D01,433,347,600,493
Adachi_20170912142027.jpg,600,600,D11,114,456,426,484
Adachi_20170912142027.jpg,600,600,D01,445,351,594,450
Adachi_20170912142027.jpg,600,600,D01,315,300,493,583
Adachi_20170921153600.jpg,600,600,D44,281,261,560,386
Adachi_20170921153600.jpg,600,600,D00,169,269,310,553
Adachi_20170912133747.jpg,600,600,D01,392,401,516,596
Adachi_20170912133747.jpg,600,600,D01,278,403,304,599
Adachi_20170908095941.jpg,600,600,D43,14,246,298,433
Adachi_20170908095941.jpg,600,600,D01,433,214,549,553
Adachi_20170908103337.jpg,600,600,D01,167,167,280,569
Adachi_20170908101408.jpg,600,600,D43,99,245,597,572
Adachi_20170908101541.jpg,600,600,D00,454,283,570,438
Adachi_20170908101541.jpg,600,600,D20,99,432,595,594
Adachi_20170908100435.jpg,600,600,D11,8,253,585,281
Adachi_20170908100435.jpg,600,600,D11,17,443,596,493
Adachi_20170908100435.jpg,600,600,D01,7,279,40,482
Adachi_20170908100923.jpg,600,600,D00,302,306,494,552
Adachi_20170911104812.jpg,600,600,D43,316,386,597,566
Adachi_20170911104812.jpg,600,600,D11,291,311,597,339
Adachi_20170907142910.jpg,600,600,D01,351,326,516,560
Adachi_20170914105846.jpg,600,600,D44,112,338,262,582
Adachi_20170913105356.jpg,600,600,D00,23,401,140,519
Adachi_20170908102556.jpg,600,600,D10,227,215,591,274
Adachi_20170908102556.jpg,600,600,D00,122,286,270,428
Adachi_20170908102556.jpg,600,600,D00,243,167,317,265
Adachi_20170912151832.jpg,600,600,D44,395,269,595,481
Adachi_20170912151832.jpg,600,600,D44,92,268,245,407
Adachi_20170908103330.jpg,600,600,D01,431,193,469,257
Adachi_20170908103330.jpg,600,600,D43,5,205,369,488
Adachi_20170908100727.jpg,600,600,D01,334,164,558,556
Adachi_20170911112749.jpg,600,600,D01,126,265,245,592
Adachi_20170911104748.jpg,600,600,D44,401,353,599,560
Adachi_20170907134549.jpg,600,600,D00,432,469,531,591
Adachi_20170907134549.jpg,600,600,D00,367,288,448,452
Adachi_20170907134549.jpg,600,600,D00,60,226,281,583
Adachi_20170907134540.jpg,600,600,D44,6,284,203,513
Adachi_20170907134540.jpg,600,600,D00,79,356,252,478
Adachi_20170907134540.jpg,600,600,D00,426,369,538,575
Adachi_20170908101439.jpg,600,600,D44,2,307,131,451
Adachi_20170908101439.jpg,600,600,D01,349,189,528,573
Adachi_20170908135523.jpg,600,600,D00,152,239,290,321
Adachi_20170908135523.jpg,600,600,D01,303,153,444,531
Adachi_20170908135523.jpg,600,600,D44,7,199,174,489
Adachi_20170914152738.jpg,600,600,D01,345,282,459,573
Adachi_20170911101136.jpg,600,600,D44,358,426,475,591
Adachi_20170908093837.jpg,600,600,D44,440,269,600,506
Adachi_20170911111310.jpg,600,600,D44,364,345,586,597
Adachi_20170911111310.jpg,600,600,D00,299,482,335,595
Adachi_20170912143737.jpg,600,600,D01,339,333,600,574
Adachi_20170921145156.jpg,600,600,D01,242,277,568,575
Adachi_20170914154939.jpg,600,600,D01,253,237,356,584
Adachi_20170921102435.jpg,600,600,D44,206,475,522,597
Adachi_20170914104516.jpg,600,600,D00,373,483,431,592
Adachi_20170914104516.jpg,600,600,D20,248,372,445,497
Adachi_20170914104516.jpg,600,600,D01,4,325,162,510
Adachi_20170914155917.jpg,600,600,D01,427,292,599,556
Adachi_20170914155917.jpg,600,600,D43,76,92,457,273
Adachi_20170906151020.jpg,600,600,D20,350,379,483,514
Adachi_20170920150504.jpg,600,600,D00,318,334,522,555
Adachi_20170920150504.jpg,600,600,D10,319,450,447,482
Adachi_20170920150504.jpg,600,600,D10,74,364,340,414
Adachi_20170907151524.jpg,600,600,D00,265,237,534,587
Adachi_20170921101413.jpg,600,600,D01,375,328,600,436
Adachi_20170921101413.jpg,600,600,D01,8,302,104,525
Adachi_20170908103300.jpg,600,600,D11,80,383,368,410
Adachi_20170908103300.jpg,600,600,D01,70,400,188,590
Adachi_20170908103300.jpg,600,600,D01,319,258,366,410
Adachi_20170908134747.jpg,600,600,D01,265,363,310,590
Adachi_20170906161250.jpg,600,600,D01,5,341,153,504
Adachi_20170906161250.jpg,600,600,D44,437,362,597,504
Adachi_20170907134714.jpg,600,600,D00,351,356,600,599
Adachi_20170907134714.jpg,600,600,D10,156,287,538,354
Adachi_20170908093919.jpg,600,600,D01,375,216,585,573
Adachi_20170911101605.jpg,600,600,D01,302,443,374,588
Adachi_20170911101605.jpg,600,600,D44,311,460,357,538
Adachi_20170911101605.jpg,600,600,D44,367,380,479,467
Adachi_20170907134234.jpg,600,600,D00,436,280,600,485
Adachi_20170907152057.jpg,600,600,D01,211,219,298,310
Adachi_20170907152057.jpg,600,600,D11,21,270,593,385
Adachi_20170907152057.jpg,600,600,D01,358,330,467,589
Adachi_20170906150409.jpg,600,600,D43,5,427,594,597
Adachi_20170906093949.jpg,600,600,D44,391,384,540,587
Adachi_20170906093949.jpg,600,600,D01,347,322,548,588
Adachi_20170906093949.jpg,600,600,D20,1,382,144,592
Adachi_20170907142717.jpg,600,600,D10,448,305,598,433
Adachi_20170920144840.jpg,600,600,D01,186,326,297,504
Adachi_20170920144840.jpg,600,600,D10,1,479,587,521
Adachi_20170920144840.jpg,600,600,D11,42,315,194,338
Adachi_20170908145958.jpg,600,600,D44,1,136,212,407
Adachi_20170908145958.jpg,600,600,D44,340,111,581,454
Adachi_20170906154700.jpg,600,600,D00,171,308,285,458
Adachi_20170914112503.jpg,600,600,D01,311,336,401,589
Adachi_20170911101442.jpg,600,600,D44,358,442,453,591
Adachi_20170911101442.jpg,600,600,D01,233,467,278,558
Adachi_20170911101442.jpg,600,600,D11,10,550,264,572
Adachi_20170906104933.jpg,600,600,D11,365,421,576,443
Adachi_20170906104933.jpg,600,600,D11,373,360,515,375
Adachi_20170906104933.jpg,600,600,D01,354,358,394,433
Adachi_20170906104933.jpg,600,600,D01,53,183,285,582
Adachi_20170914105125.jpg,600,600,D43,9,334,598,592
Adachi_20170907152052.jpg,600,600,D00,335,266,390,551
Adachi_20170907144913.jpg,600,600,D01,155,294,293,562
Adachi_20170908103050.jpg,600,600,D44,4,240,167,374
Adachi_20170908103050.jpg,600,600,D00,196,298,300,361
Adachi_20170908103050.jpg,600,600,D01,258,228,310,567
Adachi_20170908104109.jpg,600,600,D00,363,344,592,553
Adachi_20170908104109.jpg,600,600,D01,416,229,560,377
Adachi_20170908104109.jpg,600,600,D11,131,250,500,305
Adachi_20170914151837.jpg,600,600,D43,2,132,147,222
Adachi_20170914151837.jpg,600,600,D43,69,210,598,465
Adachi_20170912141925.jpg,600,600,D01,413,495,462,596
Adachi_20170912141925.jpg,600,600,D11,392,484,600,510
Adachi_20170912141925.jpg,600,600,D10,366,397,587,447
Adachi_20170911103840.jpg,600,600,D01,121,517,191,588
Adachi_20170911103840.jpg,600,600,D44,9,475,593,530
Adachi_20170912133729.jpg,600,600,D00,481,447,578,551
Adachi_20170912133729.jpg,600,600,D20,135,495,391,572
Adachi_20170906094301.jpg,600,600,D00,394,328,555,583
Adachi_20170921145957.jpg,600,600,D43,124,258,368,296
Adachi_20170921145957.jpg,600,600,D00,144,293,250,503
Adachi_20170921110720.jpg,600,600,D00,174,347,253,509
Adachi_20170906153115.jpg,600,600,D44,398,407,565,598
Adachi_20170906153115.jpg,600,600,D43,120,321,589,448
Adachi_20170908135933.jpg,600,600,D00,300,263,494,552
Adachi_20170906094048.jpg,600,600,D11,117,375,544,432
Adachi_20170906094048.jpg,600,600,D01,437,249,548,426
Adachi_20170906153518.jpg,600,600,D01,366,364,560,594
Adachi_20170906153518.jpg,600,600,D11,137,387,375,418
Adachi_20170920144951.jpg,600,600,D43,62,423,600,564
Adachi_20170912093445.jpg,600,600,D01,3,318,269,592
Adachi_20170912093445.jpg,600,600,D11,3,318,269,592
Adachi_20170911112021.jpg,600,600,D44,349,220,520,378
Adachi_20170911112021.jpg,600,600,D43,31,351,589,597
Adachi_20170911112436.jpg,600,600,D44,303,235,409,594
Adachi_20170911112436.jpg,600,600,D01,300,235,414,594
Adachi_20170906152725.jpg,600,600,D01,302,261,353,313
Adachi_20170906152725.jpg,600,600,D20,332,298,592,590
Adachi_20170911102330.jpg,600,600,D01,345,272,476,394
Adachi_20170911102330.jpg,600,600,D44,438,373,593,509
Adachi_20170911102330.jpg,600,600,D44,210,394,300,597
Adachi_20170911102330.jpg,600,600,D01,11,308,227,456
Adachi_20170914111833.jpg,600,600,D11,1,365,469,452
Adachi_20170914111833.jpg,600,600,D01,402,313,598,458
Adachi_20170907151536.jpg,600,600,D44,403,192,595,597
Adachi_20170907151536.jpg,600,600,D01,2,283,250,556
Adachi_20170908135555.jpg,600,600,D44,2,196,143,389
Adachi_20170908135555.jpg,600,600,D01,324,193,444,463
Adachi_20170914152711.jpg,600,600,D01,272,90,450,411
Adachi_20170914152711.jpg,600,600,D11,4,376,439,411
Adachi_20170914152711.jpg,600,600,D11,81,230,361,263
Adachi_20170912150851.jpg,600,600,D10,392,455,598,524
Adachi_20170912150851.jpg,600,600,D00,104,381,359,599
Adachi_20170908103711.jpg,600,600,D10,364,309,589,354
Adachi_20170908103711.jpg,600,600,D01,284,175,548,593
Adachi_20170908100736.jpg,600,600,D01,459,348,538,559
Adachi_20170908100736.jpg,600,600,D11,38,277,589,375
Adachi_20170906153142.jpg,600,600,D01,344,344,503,596
Adachi_20170906153142.jpg,600,600,D44,331,326,510,596
Adachi_20170906105353.jpg,600,600,D00,352,216,513,448
Adachi_20170906105353.jpg,600,600,D00,105,209,269,496
Adachi_20170906155622.jpg,600,600,D01,236,269,289,583
Adachi_20170908142224.jpg,600,600,D01,220,271,285,517
Adachi_20170914154726.jpg,600,600,D11,8,306,594,369
Adachi_20170906151144.jpg,600,600,D44,257,349,328,597
Adachi_20170906151144.jpg,600,600,D11,298,327,476,358
Adachi_20170912152744.jpg,600,600,D20,9,274,323,591
Adachi_20170911112335.jpg,600,600,D01,359,242,596,486
Adachi_20170911112335.jpg,600,600,D44,346,226,596,486
Adachi_20170911112335.jpg,600,600,D00,90,339,185,527
Adachi_20170906160810.jpg,600,600,D00,396,408,558,594
Adachi_20170911105614.jpg,600,600,D01,221,409,298,592
Adachi_20170907141122.jpg,600,600,D10,247,259,543,350
Adachi_20170907141122.jpg,600,600,D10,106,404,478,528
Adachi_20170911112402.jpg,600,600,D00,1,361,70,453
Adachi_20170911112402.jpg,600,600,D01,326,216,457,600
Adachi_20170907150742.jpg,600,600,D44,176,330,319,598
